county,account_id,owner_name,mailing_address,parcel_address,city,zip,assessed_value,use_code,prop_type
Tarrant,1333,AEH PARTNERS LLC,"400 E WEATHERFORD ST, FORT WORTH TX, 76102",610 E WEATHERFORD ST,,,300560,F1,Commercial
Tarrant,1465,DONEGAL HILLS LP,"1217 CLOVER LN, FORT WORTH TX, 76107",109  ELM ST,FORT WORTH,,65325,C1C,Commercial
Tarrant,1473,DONEGAL HILLS LP,"1217 CLOVER LN, FORT WORTH TX, 76107",115  ELM ST,FORT WORTH,,87125,C1C,Commercial
Tarrant,1600,GREATER ST JAMES BAPTIST CH,"210 HARDING ST, FORT WORTH TX, 76102",1006 E 1ST ST,FORT WORTH,,70000,F1,Commercial
Tarrant,1708,GREATER ST JAMES BAPTIST CH,"210 HARDING ST, FORT WORTH TX, 76102",1007 E 2ND ST,FORT WORTH,,70000,F1,Commercial
Tarrant,1783,SUNDANCE SQUARE PARTNERS LP,"425 HOUSTON ST STE 250, FORT WORTH TX, 76102",702 E 2ND ST,FORT WORTH,,331000,C2C,Commercial
Tarrant,2003,SUNDANCE SQUARE PARTNERS LP,"425 HOUSTON ST STE 250, FORT WORTH TX, 76102",209  JONES ST,FORT WORTH,,1597000,C2C,Commercial
Tarrant,2046,NATIONAL FINANCE CREDIT CORP,"PO BOX 1897, FORT WORTH TX, 76101",410 E WEATHERFORD ST,FORT WORTH,,881000,F1,Commercial
Tarrant,2070,NATIONAL FINANCE CREDIT CORP,"PO BOX 1897, FORT WORTH TX, 76101",109  JONES ST,FORT WORTH,,481000,F1,Commercial
Tarrant,2089,NATIONAL FINANCE CREDIT CORP,"PO BOX 1897, FORT WORTH TX, 76101",401 E 1ST ST,FORT WORTH,,401000,F1,Commercial
Tarrant,2232,GOLIAD PARTNERS LP,"201 MAIN ST STE 2600, FORT WORTH TX, 76102",312 E 2ND ST,FORT WORTH,,1647550,C2C,Commercial
Tarrant,2259,SUNDANCE SQUARE PARTNERS LP,"425 HOUSTON ST STE 250, FORT WORTH TX, 76102",301 E 3RD ST,FORT WORTH,,1601000,C2C,Commercial
Tarrant,2399,SID W RICHARDSON FOUNDATION,"2601 SCOTT AVE STE 400, FORT WORTH TX, 76103",307  MAIN ST,FORT WORTH,,3116346,F1,Commercial
Tarrant,2623,SUNDANCE WEST PARTNERS LP,"425 HOUSTON ST STE 250, FORT WORTH TX, 76102",301  JONES ST,FORT WORTH,,801000,C2C,Commercial
Tarrant,2631,SUNDANCE PROPERTIES HOLDCO LP,"425 HOUSTON ST STE 250, FORT WORTH TX, 76102",401 E 3RD ST,FORT WORTH,,1921000,C2C,Commercial
Tarrant,2658,SUNDANCE SQUARE PARTNERS LP,"425 HOUSTON ST STE 250, FORT WORTH TX, 76102",410 E 2ND ST,FORT WORTH,,801000,C2C,Commercial
Tarrant,2771,Y M C A ASSN METROPOLITAN FW,"540 LAMAR ST, FORT WORTH TX, 76102",406  LAMAR ST,FORT WORTH,,706000,F1,Commercial
Tarrant,2798,FORT WORTH CITY OF,"100 FORT WORTH TRL, FORT WORTH TX, 76102",512 W 4TH ST,FORT WORTH,,3608441,F1,Commercial
Tarrant,2801,Y M C A ASSN METROPOLITAN FW,"540 LAMAR ST, FORT WORTH TX, 76102",410  LAMAR ST,FORT WORTH,,706000,F1,Commercial
Tarrant,3123,DDR/DTC CITY INVESTMENTS LP Etal,"201 MAIN ST SUITE 3000, FORT WORTH TX, 76102",400  JONES ST,FORT WORTH,,7692479,F1,Commercial
Tarrant,3263,SUNDANCE SQUARE PARTNERS LP,"425 HOUSTON ST STE 250, FORT WORTH TX, 76102",401  GROVE ST,FORT WORTH,,2281000,C2C,Commercial
Tarrant,3441,CARAVAN OF DREAMS INC,"425 HOUSTON ST STE 250, FORT WORTH TX, 76102",310  HOUSTON ST,FORT WORTH,,3212000,F1,Commercial
Tarrant,3492,SOLOMON HOUSTON LP,"2501 MUSEUM WAY APT 505, FORT WORTH TX, 76107",306  HOUSTON ST,FORT WORTH,,604688,F1,Commercial
Tarrant,3506,SUNDANCE WEST PARTNERS LP,"425 HOUSTON ST STE 250, FORT WORTH TX, 76102",333  THROCKMORTON ST,FORT WORTH,,8000000,F1,Commercial
Tarrant,3840,HOUSING AUTHORITY OF FTW,"1407 TEXAS ST, FORT WORTH TX, 76102",601 W 1ST ST,FORT WORTH,,21264079,BC,Commercial
Tarrant,3859,HOUSING AUTHORITY OF FTW,"1407 TEXAS ST, FORT WORTH TX, 76102",608 W 2ND ST,FORT WORTH,,624000,BC,Commercial
Tarrant,3964,CJ 76 LTD,"9800 HILLWOOD PKWY SUITE 300, FORT WORTH TX, 76177",300 E 6TH ST,FORT WORTH,,3600002,J3,Commercial
Tarrant,4138,FORT WORTH TRANSPORTATION AUTH,"801 GROVE ST, FORT WORTH TX, 76102",815  GROVE ST,FORT WORTH,,127418,F1,Commercial
Tarrant,4154,FORT WORTH ISD,"100 N UNIVERSITY DR STE 300, FORT WORTH TX, 76107",401 E 8TH ST,FORT WORTH,,9054472,F1,Commercial
Tarrant,4162,GEORGIAN HOLDINGS LLC,"5501-A BALCONES DR #302, AUSTIN TX, 78731",801  CALHOUN ST,FORT WORTH,,1801000,F1,Commercial
Tarrant,4170,GEORGIAN HOLDINGS LLC,"5501-A BALCONES DR #302, AUSTIN TX, 78731",811  CALHOUN ST,FORT WORTH,,507250,F1,Commercial
Tarrant,4189,FORT WORTH TRANSPORTATION AUTH,"801 GROVE ST, FORT WORTH TX, 76102",901  CALHOUN ST,FORT WORTH,,1091735,C2C,Commercial
Tarrant,4197,FORT WORTH TRANSPORTATION AUTH,"801 GROVE ST, FORT WORTH TX, 76102",909  CALHOUN ST,FORT WORTH,,451000,C2C,Commercial
Tarrant,4200,FT WORTH TRANSPORTATION AUTH,"800 CHERRY ST STE 850, FORT WORTH TX, 76102",301 E 9TH ST,FORT WORTH,,451000,F1,Commercial
Tarrant,4219,FORT WORTH TRANSPORTATION AUTH,"801 GROVE ST, FORT WORTH TX, 76102",315 E 9TH ST,FORT WORTH,,910000,F1,Commercial
Tarrant,4243,CARNEGIE BUILDING LLC THE,"425 HOUSTON ST SUITE 250, FORT WORTH TX, 76102",421  3RD ST,FORT WORTH,,27840000,F1,Commercial
Tarrant,4316,YMCA OF METRO FORT WORTH,"512 LAMAR ST STE 400, FORT WORTH TX, 76102",512  LAMAR ST,FORT WORTH,,2944045,F1,Commercial
Tarrant,4324,YMCA OF METRO FORT WORTH,"512 LAMAR ST STE 400, FORT WORTH TX, 76102",515 W 4TH ST,FORT WORTH,,5970931,F1,Commercial
Tarrant,4456,FOSSIL CREEK LAND PARTNERS,"515 HOUSTON ST STE 800, FORT WORTH TX, 76102",515  HOUSTON ST,FORT WORTH,,10500000,F1,Commercial
Tarrant,4464,SUNDANCE SQUARE PARTNERS LP,"425 HOUSTON ST STE 250, FORT WORTH TX, 76102",500  MAIN ST,FORT WORTH,,3800000,F1,Commercial
Tarrant,4499,SUNDANCE SQUARE PARTNERS LP,"425 HOUSTON ST STE 250, FORT WORTH TX, 76102",504  MAIN ST,FORT WORTH,,825000,F1,Commercial
Tarrant,4502,TWAIN GL XIII LLC,"2200 WASHINGTON AVE, SAINT LOUIS MO, 63103",512  MAIN ST,FORT WORTH,,675000,C1C,Commercial
Tarrant,4510,MARK P & JANICE S THOMAS,"905 HILLCREST ST, FORT WORTH TX, 76107",513  MAIN ST,FORT WORTH,,2638286,F1,Commercial
Tarrant,4529,SCHWARZ BUILDING LLC,"425 HOUSTON ST STE 250, FORT WORTH TX, 76102",509  MAIN ST,FORT WORTH,,4400000,F1,Commercial
Tarrant,4588,PAFW INC,"330 E 4TH ST, FORT WORTH TX, 76102",525  COMMERCE ST,FORT WORTH,,31633978,F1,Commercial
Tarrant,4650,PERFORMING ARTS FT WORTH INC,"330 E 4TH ST, FORT WORTH TX, 76102",301 E 5TH ST,FORT WORTH,,1831104,F1,Commercial
Tarrant,4669,PAFW INC,"330 E 4TH ST, FORT WORTH TX, 76102",330 E 4TH ST,FORT WORTH,,9762294,F1,Commercial
Tarrant,4677,PAFW INC,"330 E 4TH ST, FORT WORTH TX, 76102",501  CALHOUN ST,FORT WORTH,,675000,F1,Commercial
Tarrant,4995,FORT WORTH METRO PARTNERS LLC,"2009 COTTONWOOD VALLEY CIR S, IRVING TX, 75038",400 E 5TH ST,FORT WORTH,,851000,C2C,Commercial
Tarrant,5002,FORT WORTH METRO PARTNERS LLC,"2009 COTTONWOOD VALLEY CIR S, IRVING TX, 75038",607  JONES ST,FORT WORTH,,851000,C2C,Commercial
Tarrant,5010,MOUNT GILEAD BAPTIST CHURCH,"600 GROVE ST, FORT WORTH TX, 76102",600  GROVE ST,FORT WORTH,,970710,F1,Commercial
Tarrant,5029,MULLIGAN PROPERTIES LLC,"PO BOX 100488, FORT WORTH TX, 76185",409 E 6TH ST,FORT WORTH,,1812857,F1,Commercial
Tarrant,5169,MSP 611 HOUSTON PARTNER LP,"2627 TILLAR ST STE 121, FORT WORTH TX, 76107",611  HOUSTON ST,FORT WORTH,,3305673,F1,Commercial
Tarrant,5177,STONECUTTERS INC,"609 HOUSTON ST, FORT WORTH TX, 76102",609  HOUSTON ST,FORT WORTH,,725000,F1,Commercial
Tarrant,5185,TRITON KRESS LLC,"1845 WOODALL RODGER FRWY STE 1100, DALLAS TX, 75201",604  MAIN ST,FORT WORTH,,9500000,BC,Commercial
Tarrant,5193,JS FW HOTEL LLC,"4890 ALPHA RDG STE 10, DALLAS TX, 75244",601  HOUSTON ST,FORT WORTH,,18900000,F1,Commercial
Tarrant,5207,610 MAIN STREET OWNER LLC,"445 PARK AVE SUITE 1902, NEW YORK NY, 10022",612  MAIN ST,FORT WORTH,,36000,F1,Commercial
Tarrant,5215,610 MAIN STREET OWNER LLC,"445 PARK AVE SUITE 1902, NEW YORK NY, 10022",610  MAIN ST,FORT WORTH,,1025596,F1,Commercial
Tarrant,5223,SUNDANCE PARLIAMENT OF OWLS LLC,"425 HOUSTON ST STE 250, FORT WORTH TX, 76102",604  HOUSTON ST,FORT WORTH,,450000,F1,Commercial
Tarrant,5282,FIRST CHRISTIAN CH FORT WORTH,"612 THROCKMORTON ST, FORT WORTH TX, 76102",604  THROCKMORTON ST,FORT WORTH,,6800000,F1,Commercial
Tarrant,5355,FIRST ON 6TH LP,"500 W 7TH ST STE 1300, FORT WORTH TX, 76102",600 W 6TH ST,FORT WORTH,,12800000,F1,Commercial
Tarrant,5363,FIRST ON 7TH LP,"500 W 7TH ST STE 1300, FORT WORTH TX, 76102",600 W 7TH ST,FORT WORTH,,523600,F1,Commercial
Tarrant,5371,FIRST NATIONAL BK FORT WORTH,"500 W 7TH ST STE 1300, FORT WORTH TX, 76102",501 W 6TH ST,FORT WORTH,,18833825,F1,Commercial
Tarrant,5401,TRDWIND HEB LLC,"PO BOX 487, GLENBROOK NV, 89413",409 W 6TH ST,FORT WORTH,,3709776,BC,Commercial
Tarrant,5428,TRDWIND HEB LLC,"PO BOX 487, GLENBROOK NV, 89413",410 W 7TH ST,FORT WORTH,,8960224,BC,Commercial
Tarrant,5436,FT WORTH CLUB,"306 W 7TH ST, FORT WORTH TX, 76102",306 W 7TH ST,FORT WORTH,,35000000,F1,Commercial
Tarrant,5495,DOWNTOWN FW RESIDENCE LLC,"8300 RICHMOND CT, IRVING TX, 75063",711  HOUSTON ST,FORT WORTH,,13600000,F1,Commercial
Tarrant,5517,FORT WORTH CITY OF,"200 TEXAS ST, FT WORTH TX, 76102",714  MAIN ST,FORT WORTH,,904950,F1,Commercial
Tarrant,5649,CS1031 ZERO COUPON DFW HOSPITALITY DST,"811 COMMERCE ST, FORT WORTH TX, 76102",811  COMMERCE ST,FORT WORTH,,39480000,F1,Commercial
Tarrant,5657,GEORGIAN OAKS LLC,"5501-A BALCONES DR #302, AUSTIN TX, 78731",210 E 7TH ST,FORT WORTH,,1355189,F1,Commercial
Tarrant,5665,GEORGIAN OAKS LLC,"5501-A BALCONES DR #302, AUSTIN TX, 78731",210 E 7TH ST,FORT WORTH,,451000,F1,Commercial
Tarrant,5711,NEW FORT TOWER I HOTEL LTD,"14185 DALLAS PKWY STE 1200, DALLAS TX, 75254",815  MAIN ST,FORT WORTH,,57325000,F1,Commercial
Tarrant,5738,FORT WORTH CENTURY PLAZA LLC,"2105 COMMERCE ST, DALLAS TX, 75201",827  HOUSTON ST,FORT WORTH,,1800000,F1,Commercial
Tarrant,5746,115 W 7TH LLC,"6250 N RIVER RD SUITE 2033, ROSEMONT IL, 60018",801  HOUSTON ST,FORT WORTH,,1350000,F1,Commercial
Tarrant,5762,URBAN EAGLE HOUSTON ST LLC,"2909 COLE AVE STE 300, DALLAS TX, 75204",913  HOUSTON ST,FORT WORTH,,1570000,F1,Commercial
Tarrant,5770,OXWITH HOLDINGS LLC,"PO BOX 1258, FORT WORTH TX, 76101",911  HOUSTON ST,FORT WORTH,,418396,F1,Commercial
Tarrant,5800,MORGAN & MADDUX LLC,"352 N RUDD ST, BURLESON TX, 76028",901  HOUSTON ST,FORT WORTH,,4800000,F1,Commercial
Tarrant,5959,FORT WORTH DOWNTOWN LODGING LLC,"8333 GREENWAY BLVD STE 200, MIDDLETON WI, 53562",1001  COMMERCE ST,FORT WORTH,,30625000,F1,Commercial
Tarrant,6033,UNPJ HOLDING CO LTD,"715 E 9TH ST, FORT WORTH TX, 76102",825 E 9TH ST,FORT WORTH,,56655,F1,Commercial
Tarrant,6076,FORT WORTH TRANSPORTATION AUTH,"801 GROVE ST, FORT WORTH TX, 76102",909  8TH AVE,FORT WORTH,,135225,F1,Commercial
Tarrant,6351,SISEMORE JUSTIN J,"603 E BELKNAP ST, FORT WORTH TX, 76102",603 E BELKNAP ST,FORT WORTH,,1159757,F1,Commercial
Tarrant,6467,STEPHENS REAL ESTATE HOLDINGS LLC,"9496 LIBERTY RD, AUBREY TX, 76227",1013 E BELKNAP ST,FORT WORTH,,913655,F1,Commercial
Tarrant,6475,BNSF RAILWAY COMPANY,"PO BOX 961089, FORT WORTH TX, 76161",920 E PEACH ST,FORT WORTH,,,ROC,Commercial
Tarrant,6947,UNPJ HOLDING CO LTD,"715 E 9TH ST, FORT WORTH TX, 76102",813 E 9TH ST,FORT WORTH,,142080,F1,Commercial
Tarrant,6971,UNPJ HOLDING CO LTD,"715 E 9TH ST, FORT WORTH TX, 76102",909 E 9TH ST,FORT WORTH,,52284,F1,Commercial
Tarrant,7250,RIIBE KENT A,"PO BOX 26746, FORT WORTH TX, 76126",1002 E 11TH ST,FORT WORTH,,5510,C1C,Commercial
Tarrant,7269,RIIBE KENT A,"PO BOX 26746, FORT WORTH TX, 76126",1006 E 11TH ST,FORT WORTH,,3114,C1C,Commercial
Tarrant,7315,RIIBE KENT A,"PO BOX 26746, FORT WORTH TX, 76126",1003 E 12TH ST,FORT WORTH,,2396,C1C,Commercial
Tarrant,7331,RIIBE KENT A,"PO BOX 26746, FORT WORTH TX, 76126",915 E 12TH ST,FORT WORTH,,3158,C1C,Commercial
Tarrant,7358,RIIBE KENT A,"PO BOX 26746, FORT WORTH TX, 76126",911 E 12TH ST,FORT WORTH,,3158,C1C,Commercial
Tarrant,7366,RICARDO & REYNALDO HURD,"5416 COMO DR, FORT WORTH TX, 76107",901 E 12TH ST,FORT WORTH,,2700,C1C,Commercial
Tarrant,7374,NEEDHAM PATRICK,"433 RIDGEWOOD RD, FORT WORTH TX, 76107",905 E 12TH ST,FORT WORTH,,6534,C1C,Commercial
Tarrant,7382,HOUSING AUTHORITY OF THE CITY OF FORT WORTH,"1201 E 13TH ST, FORT WORTH TX, 76102",905  MORGAN ST,FORT WORTH,,2500,C1C,Commercial
Tarrant,7404,NIRVANA RETIREMENT FUND-II LLC,"2808 BROOKSHIRE DR, SOUTHLAKE TX, 76092",1009  MORGAN ST,FORT WORTH,,1250,C1C,Commercial
Tarrant,7714,NIRVANA RETIREMENT FUND-II LLC,"2808 BROOKSHIRE DR, SOUTHLAKE TX, 76092",801  LUELLA ST,FORT WORTH,,1430,C1C,Commercial
Tarrant,7900,FORT WORTH CITY OF,"200 TEXAS ST, FT WORTH TX, 76102",0  15TH ST E,FORT WORTH,,36340,X,Commercial
Tarrant,7927,HOUSING AUTHORITY OF FTW,"1407 TEXAS ST, FORT WORTH TX, 76102",1200  LUELLA ST,FORT WORTH,,30606,F1,Commercial
Tarrant,7935,HOUSING AUTHORITY OF FTW,"1407 TEXAS ST, FORT WORTH TX, 76102",1100  LUELLA ST,FORT WORTH,,25950,F1,Commercial
Tarrant,7951,HOUSING AUTHORITY OF FTW,"1407 TEXAS ST, FORT WORTH TX, 76102",1200  LUELLA ST,FORT WORTH,,81286,F1,Commercial
Tarrant,7986,HOUSING AUTHORITY OF FTW,"1407 TEXAS ST, FORT WORTH TX, 76102",1100  LUELLA ST,FORT WORTH,,19620,C1C,Commercial
Tarrant,8001,HOUSING AUTHORITY OF FTW,"1407 TEXAS ST, FORT WORTH TX, 76102",1100  LUELLA ST,FORT WORTH,,30900,F1,Commercial
Tarrant,8036,FORT WORTH CITY OF,"200 TEXAS ST, FT WORTH TX, 76102",0 E LANCASTER AVE,FORT WORTH,,156832,X,Commercial
Tarrant,8060,FRED R & PHYLLIS S ANGLIN,"1908 MARIGOLD AVE, FORT WORTH TX, 76111",1101 E BELKNAP ST,FORT WORTH,,91000,F1,Commercial
Tarrant,8079,FRED R & PHYLLIS S ANGLIN,"1908 MARIGOLD AVE, FORT WORTH TX, 76111",1100 E BLUFF ST,FORT WORTH,,61200,F1,Commercial
Tarrant,8095,ADAMS DAVID M,"5200 SENDERO DR, FORT WORTH TX, 76126",1105 E BELKNAP ST,FORT WORTH,,217750,F1,Commercial
Tarrant,8109,ADAMS DAVID M,"5200 SENDERO DR, FORT WORTH TX, 76126",1105 E BELKNAP ST,FORT WORTH,,72750,C1C,Commercial
Tarrant,8117,DMA ENTERPRISES LLC,"1105 E BELKNAP ST, FORT WORTH TX, 76102",1111 E BELKNAP ST,FORT WORTH,,73000,F1,Commercial
Tarrant,8125,DMA ENTERPRISES LLC,"1105 E BELKNAP ST, FORT WORTH TX, 76102",1114 E BLUFF ST,FORT WORTH,,46000,F1,Commercial
Tarrant,8133,DMA ENTERPRISES LLC,"1105 E BELKNAP ST, FORT WORTH TX, 76102",1116 E BLUFF ST,FORT WORTH,,21250,C1C,Commercial
Tarrant,8141,DMA ENTERPRISES LLC,"1105 E BELKNAP ST, FORT WORTH TX, 76102",1115 E BELKNAP ST,FORT WORTH,,70000,F1,Commercial
Tarrant,8168,DMA ENTERPRISES LLC,"1105 E BELKNAP ST, FORT WORTH TX, 76102",1118 E BLUFF ST,FORT WORTH,,21250,C1C,Commercial
Tarrant,8176,ARTURO O & ROSA LOREDO,"5521 CREEK HILL LN, FORT WORTH TX, 76179",1117 E BELKNAP ST,FORT WORTH,,423271,F1,Commercial
Tarrant,8184,ARTURO O & ROSA LOREDO,"5521 CREEK HILL LN, FORT WORTH TX, 76179",1120 E BLUFF ST,FORT WORTH,,51000,C1C,Commercial
Tarrant,8192,TP BELKNAP LLC,"3305 WILEY POST, CARROLLTON TX, 75006",1209 E BELKNAP ST,FORT WORTH,,964313,F1,Commercial
Tarrant,8206,BAZAN ROOFING INC,"2824 N BEACH ST, FORT WORTH TX, 76111",1201 E BELKNAP ST,FORT WORTH,,490800,F1,Commercial
Tarrant,8532,ONCOR ELECTRIC DELIVERY CO LLC,"PO BOX 139100, DALLAS TX, 75313",1200  PHARR ST,FORT WORTH,,584,J3,Commercial
Tarrant,8559,SPIRAL PIPE OF TEXAS INC,"PO BOX 161547, FORT WORTH TX, 76161",610 N HAMPTON ST,FORT WORTH,,25800,C1C,Commercial
Tarrant,8583,SPIRAL PIPE OF TEXAS INC,"PO BOX 161547, FORT WORTH TX, 76161",620 N HAMPTON ST,FORT WORTH,,29750,C1C,Commercial
Tarrant,8591,SPIRAL PIPE OF TEXAS INC,"PO BOX 161547, FORT WORTH TX, 76161",600 N HAYS ST,FORT WORTH,,1810800,F2,Commercial
Tarrant,8613,A & P COFFEY INV LLC,"4000 C.R. 711D, CLEBURNE TX, 76031",1301 E BELKNAP ST,FORT WORTH,,921600,F1,Commercial
Tarrant,8656,TEXAS STATE OF,"2501 SW LOOP 820, FORT WORTH TX, 76133",1401 E BELKNAP ST,FORT WORTH,,47376,X,Commercial
Tarrant,8710,SOTELO MARY L,"1301 E BLUFF ST, FORT WORTH TX, 76102",1308 E BLUFF ST,FORT WORTH,,50000,C1C,Commercial
Tarrant,8729,SOTELO EDWARD,"1301 E BLUFF ST, FORT WORTH TX, 76102",1301 E BLUFF ST,FORT WORTH,,320525,F1,Commercial
Tarrant,8923,TEXAS STATE OF,"2501 SW LOOP 820, FORT WORTH TX, 76133",1405 E BELKNAP ST,FORT WORTH,,45360,X,Commercial
Tarrant,8974,SPIRAL PIPE OF TEXAS INC,"PO BOX 161547, FORT WORTH TX, 76161",1408  WATERMAN ST,FORT WORTH,,30000,F2,Commercial
Tarrant,9040,JESSE & EVA OCA,"409 N HAYS ST, FORT WORTH TX, 76102",512 N HAYS ST,FORT WORTH,,21900,C2C,Commercial
